ensembl_id,gene_name,gene_type,chromosome,WZ12_CADASIL_Control,WZ16_CADASIL_C224Y,WZ4_CADASIL_Control,WZ8_CADASIL_Control,XZ5_CADASIL_R153C,XZ6_CADASIL_R153C_isoCtrl,XZ7_CADASIL_C224Y_isoCtrl
ENSG00000240828.1,RPL21P4,processed_pseudogene,chr17,0,0,1,0,2,0,1
ENSG00000240837.3,RN7SL77P,misc_RNA,chr14,0,0,0,0,0,0,0
ENSG00000240842.2,ENSG00000240842,lncRNA,chr3,0,0,0,0,0,0,0
ENSG00000240846.2,RPS15P9,processed_pseudogene,chr19,0,0,0,0,0,0,0
ENSG00000240847.3,RN7SL497P,misc_RNA,chr15,0,0,0,0,0,0,0
ENSG00000240849.11,PEDS1,protein_coding,chr20,1490,789,1297,1135,1012,1061,1004
ENSG00000240853.3,RN7SL328P,misc_RNA,chr9,0,0,0,1,0,0,0
ENSG00000240854.1,PSMC2P1,processed_pseudogene,chr3,1,1,0,2,1,0,0
ENSG00000240857.2,RDH14,protein_coding,chr2,389,237,431,289,394,324,251
ENSG00000240859.3,LINC03014,lncRNA,chr7,0,6,1,2,11,5,5
ENSG00000240861.1,ENSG00000240861,processed_pseudogene,chr16,0,0,0,0,0,0,0
ENSG00000240863.3,RN7SL645P,misc_RNA,chr16,0,0,0,0,0,0,0
ENSG00000240864.3,IGKV1-16,IG_V_gene,chr2,0,0,0,0,0,0,0
ENSG00000240868.1,C1QTNF9-AS1,lncRNA,chr13,0,0,0,0,0,0,0
ENSG00000240869.3,RN7SL128P,misc_RNA,chr6,0,0,0,0,0,0,0
ENSG00000240870.2,RPL19P14,processed_pseudogene,chr8,0,0,0,0,0,0,0
ENSG00000240871.7,KRTAP4-7,protein_coding,chr17,0,0,0,0,0,0,0
ENSG00000240873.1,RPS29P22,processed_pseudogene,chr17,0,0,0,0,0,0,0
ENSG00000240874.1,ENSG00000240874,processed_pseudogene,chr15,0,0,0,0,0,0,0
ENSG00000240875.6,LINC00886,lncRNA,chr3,99,29,42,130,66,54,64
ENSG00000240877.3,RN7SL521P,misc_RNA,chr7,2,4,2,4,1,0,3
ENSG00000240881.1,ENSG00000240881,processed_pseudogene,chr11,0,0,0,0,0,0,0
ENSG00000240882.1,PTOV1P1,processed_pseudogene,chr3,0,0,1,0,0,0,0
ENSG00000240888.1,ENSG00000240888,lncRNA,chr3,0,0,0,0,0,0,0
ENSG00000240889.1,NDUFB2-AS1,lncRNA,chr7,57,11,56,41,21,73,66
ENSG00000240890.2,G2E3P1,processed_pseudogene,chr3,0,0,0,0,1,0,0
ENSG00000240891.8,PLCXD2,protein_coding,chr3,409,198,248,394,659,692,516
ENSG00000240893.1,LINC02042,lncRNA,chr3,0,0,0,0,0,0,0
ENSG00000240895.1,ENSG00000240895,lncRNA,chr3,0,0,0,0,0,0,0
ENSG00000240898.1,RPL21P125,processed_pseudogene,chr17,1,0,0,0,1,2,2
ENSG00000240902.1,APOOP2,processed_pseudogene,chr3,0,0,0,0,0,0,0
ENSG00000240905.3,RN7SL798P,misc_RNA,chr8,0,0,0,0,0,0,0
ENSG00000240912.1,H2BP3,processed_pseudogene,chr3,0,0,0,0,3,2,0
ENSG00000240914.1,RPL15P2,processed_pseudogene,chr14,0,1,0,0,1,0,0
ENSG00000240915.2,ENSG00000240915,lncRNA,chr8,0,0,0,0,1,0,0
ENSG00000240919.1,RPL21P79,processed_pseudogene,chr8,0,0,0,0,0,0,0
ENSG00000240922.1,LSAMP-AS1,lncRNA,chr3,2,0,0,1,0,2,1
ENSG00000240925.1,RPS20P31,processed_pseudogene,chr12,0,0,0,0,0,0,0
ENSG00000240927.3,RN7SL209P,misc_RNA,chr15,0,0,0,0,0,0,0
ENSG00000240934.2,ENSG00000240934,processed_pseudogene,chr15,0,0,0,0,0,0,0
ENSG00000240935.9,PLGLA,transcribed_unprocessed_pseudogene,chr2,0,0,0,0,0,0,0
ENSG00000240936.3,RN7SL554P,misc_RNA,chr6,0,0,0,0,0,0,0
ENSG00000240940.3,RN7SL591P,misc_RNA,chr10,0,0,0,0,0,0,0
ENSG00000240950.1,RPL8P3,processed_pseudogene,chr3,1,3,0,2,3,2,3
ENSG00000240951.1,MTCO2P6,processed_pseudogene,chr3,0,0,0,0,0,0,0
ENSG00000240954.1,RPL4P1,processed_pseudogene,chr14,0,0,0,0,0,0,1
ENSG00000240959.1,ST13P14,processed_pseudogene,chr3,0,0,0,0,0,0,0
ENSG00000240960.1,ENSG00000240960,processed_pseudogene,chr2,0,0,0,0,0,0,0
ENSG00000240961.3,RN7SL415P,misc_RNA,chr6,0,0,0,0,0,0,0
ENSG00000240963.1,ENSG00000240963,lncRNA,chr1,0,0,0,0,0,1,0
ENSG00000240964.3,RN7SL751P,misc_RNA,chr3,2,2,4,1,3,0,2
ENSG00000240966.3,RN7SL681P,misc_RNA,chr4,0,0,0,0,0,0,0
ENSG00000240970.1,RPL23AP64,processed_pseudogene,chr11,0,0,0,0,0,0,1
ENSG00000240972.2,MIF,protein_coding,chr22,3231,1373,2468,2003,2469,2864,3002
ENSG00000240973.1,ENSG00000240973,lncRNA,chr7,0,0,0,0,0,0,0
ENSG00000240974.1,RPS27AP10,processed_pseudogene,chr5,0,0,0,0,0,0,0
ENSG00000240975.1,ENSG00000240975,processed_pseudogene,chr11,0,0,0,0,0,0,0
ENSG00000240977.3,RN7SL283P,misc_RNA,chr2,0,0,0,0,0,0,0
ENSG00000240980.1,ENSG00000240980,lncRNA,chr2,0,0,0,0,0,0,0
ENSG00000240983.1,ENSG00000240983,processed_pseudogene,chr18,0,0,0,0,0,0,0
ENSG00000240990.10,HOXA11-AS,lncRNA,chr7,0,0,2,0,1,0,1
ENSG00000240991.3,RPL23AP67,processed_pseudogene,chr12,1,2,1,0,0,0,0
ENSG00000240992.1,RPS23P4,processed_pseudogene,chr4,0,0,0,0,0,0,0
ENSG00000240993.3,RN7SL459P,misc_RNA,chr12,0,0,0,0,0,0,0
ENSG00000240995.2,ENSG00000240995,processed_pseudogene,chr17,0,0,0,0,0,0,0
ENSG00000240996.1,ENSG00000240996,lncRNA,chr10,2,2,2,0,1,2,3
ENSG00000240997.3,RN7SL183P,misc_RNA,chr6,0,0,0,0,0,0,0
ENSG00000241002.1,RPL32P13,processed_pseudogene,chr4,0,0,0,0,0,0,0
ENSG00000241003.1,ENSG00000241003,processed_pseudogene,chr8,0,0,0,0,0,0,0
ENSG00000241007.1,SEPTIN7P6,processed_pseudogene,chr7,0,0,1,1,1,2,2
ENSG00000241008.1,RPL7AP55,processed_pseudogene,chr11,0,0,0,0,0,0,0
ENSG00000241011.1,ENSG00000241011,processed_pseudogene,chr4,0,0,0,0,0,0,0
ENSG00000241014.2,GPR199P,transcribed_unitary_pseudogene,chr1,10,10,9,10,4,4,2
ENSG00000241015.2,TPM3P9,transcribed_processed_pseudogene,chr19,87,82,86,172,103,128,75
ENSG00000241018.1,RCC2P5,processed_pseudogene,chr3,0,0,0,0,0,0,0
ENSG00000241020.1,RPL32P24,processed_pseudogene,chr11,0,0,0,0,0,0,0
ENSG00000241022.1,NIPA2P2,processed_pseudogene,chr3,0,0,0,0,0,0,0
ENSG00000241026.1,RPL21P77,unprocessed_pseudogene,chr8,0,0,0,0,0,0,0
ENSG00000241030.1,RPL29P24,processed_pseudogene,chr12,1,4,1,1,1,1,3
ENSG00000241032.3,RN7SL709P,misc_RNA,chr8,0,0,0,0,0,0,0
ENSG00000241035.2,ENSG00000241035,processed_pseudogene,chr14,0,0,0,0,0,0,0
ENSG00000241037.3,RN7SL335P,misc_RNA,chr4,0,0,0,0,0,0,0
ENSG00000241042.1,ENSG00000241042,lncRNA,chr1,0,0,0,0,0,0,0
ENSG00000241045.1,RPL7P43,processed_pseudogene,chr12,0,0,0,0,0,0,0
ENSG00000241048.1,ENSG00000241048,lncRNA,chr3,0,1,0,0,0,0,0
ENSG00000241052.1,RPL23AP70,processed_pseudogene,chr14,0,0,0,0,0,0,0
ENSG00000241054.1,ENSG00000241054,lncRNA,chr20,0,0,0,0,0,0,0
ENSG00000241057.2,ENSG00000241057,transcribed_unprocessed_pseudogene,chr7,2,2,5,3,2,1,2
ENSG00000241058.4,NSUN6,protein_coding,chr10,220,150,205,157,162,127,107
ENSG00000241059.2,ENSG00000241059,lncRNA,chr5,0,0,0,0,0,0,0
ENSG00000241061.3,RPL5P1,processed_pseudogene,chr15,3,2,0,0,32,10,20
ENSG00000241064.3,RN7SL110P,misc_RNA,chr3,0,0,0,0,0,0,0
ENSG00000241067.2,RPL17P40,processed_pseudogene,chr16,0,0,0,0,0,0,0
ENSG00000241069.1,ENSG00000241069,transcribed_processed_pseudogene,chr19,0,0,0,0,0,0,0
ENSG00000241073.1,ENSG00000241073,lncRNA,chr1,0,0,0,0,0,0,0
ENSG00000241074.3,RN7SL813P,misc_RNA,chr2,0,0,0,0,0,0,0
ENSG00000241081.1,RPL22P2,processed_pseudogene,chr14,0,0,8,3,5,2,0
ENSG00000241082.3,RN7SL259P,misc_RNA,chr11,0,0,0,0,0,0,0
ENSG00000241088.2,RPL17P44,processed_pseudogene,chr18,0,0,0,0,0,0,0
ENSG00000241095.1,CYP51A1P1,processed_pseudogene,chr3,1,1,2,0,1,3,0
ENSG00000241097.2,RPL36AP38,processed_pseudogene,chr11,0,0,0,0,0,0,0
ENSG00000241098.1,LINC01994,lncRNA,chr3,0,0,0,0,1,0,0
ENSG00000241101.1,PRICKLE2-AS2,lncRNA,chr3,0,0,0,0,0,0,0
ENSG00000241102.1,ENSG00000241102,processed_pseudogene,chr7,0,0,0,0,0,0,0
ENSG00000241103.1,RPL35AP11,processed_pseudogene,chr4,0,0,0,0,1,0,0
ENSG00000241104.5,CEACAMP10,transcribed_processed_pseudogene,chr19,0,0,0,0,0,1,0
ENSG00000241105.1,ENSG00000241105,processed_pseudogene,chr8,0,0,0,0,0,0,0
ENSG00000241106.8,HLA-DOB,protein_coding,chr6,2,2,1,0,1,1,0
ENSG00000241111.1,PRICKLE2-AS1,lncRNA,chr3,11,0,4,4,0,0,0
ENSG00000241112.1,RPL29P14,processed_pseudogene,chr5,2,0,2,3,2,1,1
ENSG00000241114.1,ENSG00000241114,processed_pseudogene,chr2,0,0,0,0,0,0,0
ENSG00000241119.2,UGT1A9,protein_coding,chr2,0,0,0,0,0,0,0
ENSG00000241120.1,HMGN1P8,processed_pseudogene,chr3,2,1,5,5,1,2,1
ENSG00000241123.1,KRTAP10-5,protein_coding,chr21,0,0,0,0,0,0,0
ENSG00000241127.8,YAE1,protein_coding,chr7,325,266,182,252,365,274,228
ENSG00000241128.3,OR14A2,protein_coding,chr1,0,0,0,0,0,0,0
ENSG00000241129.3,RPL22P19,transcribed_processed_pseudogene,chr12,0,0,0,0,0,0,0
ENSG00000241130.1,RPL32P30,processed_pseudogene,chr15,0,0,0,0,0,0,0
ENSG00000241131.2,LINC02032,lncRNA,chr3,0,1,0,0,0,0,0
ENSG00000241134.3,BET1P1,processed_pseudogene,chr7,0,0,0,0,0,0,0
ENSG00000241135.8,LINC00881,lncRNA,chr3,0,1,0,0,0,0,0
ENSG00000241136.1,PAICSP6,processed_pseudogene,chr7,0,0,0,0,0,0,0
ENSG00000241143.1,RPL32P9,transcribed_processed_pseudogene,chr3,0,1,0,0,1,0,0
ENSG00000241144.3,RN7SL728P,misc_RNA,chr4,0,0,0,0,0,0,0
ENSG00000241146.1,RPL7P41,processed_pseudogene,chr12,0,0,0,0,0,0,0
ENSG00000241149.4,ZNF722,protein_coding,chr7,0,0,0,0,0,0,0
ENSG00000241151.1,LINC02066,lncRNA,chr3,0,0,0,0,1,0,0
ENSG00000241152.3,RN7SL720P,misc_RNA,chr9,0,0,0,0,0,0,0
ENSG00000241155.1,ARHGAP31-AS1,lncRNA,chr3,12,18,2,17,7,6,5
ENSG00000241156.3,RN7SL582P,misc_RNA,chr3,0,0,0,0,0,0,0
ENSG00000241157.1,RPL32P32,processed_pseudogene,chr17,1,0,1,0,0,1,0
ENSG00000241158.7,ADAMTS9-AS1,lncRNA,chr3,0,0,0,2,0,0,0
ENSG00000241159.3,RN7SL160P,misc_RNA,chr2,0,2,0,0,0,0,0
ENSG00000241162.3,RN7SL617P,misc_RNA,chr6,0,0,0,0,0,0,0
ENSG00000241163.10,LINC00877,lncRNA,chr3,1,1,2,0,3,1,2
ENSG00000241168.1,ENSG00000241168,lncRNA,chr3,0,4,0,0,1,0,2
ENSG00000241169.1,ENSG00000241169,lncRNA,chr1,0,0,0,0,0,0,0
ENSG00000241170.3,RPL31P46,transcribed_processed_pseudogene,chr11,2,3,4,4,8,4,5
ENSG00000241172.3,RN7SL70P,misc_RNA,chr19,0,0,0,0,0,0,0
ENSG00000241174.3,RN7SL570P,misc_RNA,chr9,0,0,0,0,0,0,0
ENSG00000241175.3,RN7SL494P,misc_RNA,chr15,0,0,0,0,0,0,0
ENSG00000241179.1,ENSG00000241179,processed_pseudogene,chr5,0,0,0,0,0,0,0
ENSG00000241180.1,ENSG00000241180,lncRNA,chr1,0,0,0,0,1,0,0
ENSG00000241183.1,ENSG00000241183,processed_pseudogene,chr16,0,0,0,0,0,0,0
ENSG00000241185.2,RPL21P122,transcribed_processed_pseudogene,chr17,0,2,0,0,0,0,0
ENSG00000241186.10,TDGF1,protein_coding,chr3,4,1,7,0,0,0,0
ENSG00000241187.1,RPL21P57,processed_pseudogene,chr5,0,0,0,0,0,0,0
ENSG00000241188.3,RN7SL165P,misc_RNA,chr1,0,0,0,0,0,0,0
ENSG00000241198.3,RN7SL191P,misc_RNA,chrX,0,0,0,0,0,0,0
ENSG00000241200.1,ZNF736P7Y,processed_pseudogene,chrY,0,0,0,0,0,0,0
ENSG00000241202.1,ZIC4-AS1,lncRNA,chr3,0,0,0,1,0,0,0
ENSG00000241203.1,HMGN2P26,processed_pseudogene,chr3,0,0,0,0,0,0,0
ENSG00000241204.1,ENSG00000241204,processed_pseudogene,chr8,0,0,0,0,0,0,0
ENSG00000241207.1,ENSG00000241207,unprocessed_pseudogene,chrX,0,0,0,0,0,0,0
ENSG00000241211.1,IQCJ-SCHIP1-AS1,lncRNA,chr3,0,0,0,1,0,0,0
ENSG00000241213.2,LINC02024,lncRNA,chr3,0,0,1,0,0,0,0
ENSG00000241216.1,SNAPC5P1,transcribed_processed_pseudogene,chr6,0,0,0,0,0,0,0
ENSG00000241217.3,RN7SL809P,misc_RNA,chr12,0,2,0,6,0,0,0
ENSG00000241218.1,CSP2,processed_pseudogene,chr3,0,0,0,0,0,0,0
ENSG00000241219.2,ENSG00000241219,lncRNA,chr3,0,1,0,0,0,0,0
ENSG00000241220.1,ENSG00000241220,lncRNA,chr3,0,1,1,1,0,0,2
ENSG00000241221.2,MTND4LP17,unprocessed_pseudogene,chr2,0,0,0,0,0,0,0
ENSG00000241223.3,RN7SL39P,misc_RNA,chr18,0,0,0,0,0,0,0
ENSG00000241224.8,C3orf85,protein_coding,chr3,0,0,0,0,0,0,0
ENSG00000241225.2,NMTRS-TGA3-1,unprocessed_pseudogene,chr17,0,0,0,0,0,0,0
ENSG00000241226.3,RN7SL836P,misc_RNA,chr19,0,0,0,0,0,0,0
ENSG00000241227.3,RN7SL553P,misc_RNA,chr3,0,0,0,0,0,0,0
ENSG00000241228.1,RPL12P31,processed_pseudogene,chr11,0,0,0,0,0,0,0
ENSG00000241229.3,RN7SL443P,misc_RNA,chr20,0,0,0,0,0,0,0
ENSG00000241230.3,RN7SL801P,misc_RNA,chr5,0,0,0,0,0,0,0
ENSG00000241231.2,ENSG00000241231,lncRNA,chr3,0,0,0,0,0,0,0
ENSG00000241233.4,KRTAP5-8,protein_coding,chr11,0,0,0,0,0,1,1
ENSG00000241241.1,KRTAP4-16,protein_coding,chr17,0,0,1,3,0,0,1
ENSG00000241243.3,RN7SL629P,misc_RNA,chr5,0,0,0,0,0,0,0
ENSG00000241244.1,IGKV1D-16,IG_V_gene,chr2,0,0,0,0,0,0,0
ENSG00000241246.3,RN7SL302P,misc_RNA,chr9,0,0,0,0,0,0,0
ENSG00000241248.3,RN7SL727P,misc_RNA,chrX,0,0,0,0,0,0,0
ENSG00000241250.1,RPL17P20,processed_pseudogene,chr4,0,0,0,0,0,0,0
ENSG00000241251.2,ENSG00000241251,processed_pseudogene,chr12,0,0,0,0,0,0,0
ENSG00000241255.1,ENSG00000241255,processed_pseudogene,chr11,2,0,2,3,3,2,1
ENSG00000241257.1,ENSG00000241257,processed_pseudogene,chr3,0,0,0,0,0,0,0
ENSG00000241258.7,CRCP,protein_coding,chr7,882,506,736,725,675,738,673
ENSG00000241261.1,RPL17P19,processed_pseudogene,chr4,0,0,1,0,0,0,0
ENSG00000241269.1,ENSG00000241269,lncRNA,chr7,6,11,3,1,18,5,4
ENSG00000241278.1,ENPP7P4,transcribed_unprocessed_pseudogene,chr3,0,0,0,0,0,0,2
ENSG00000241280.1,ENSG00000241280,lncRNA,chr3,0,0,2,0,0,0,0
ENSG00000241281.1,RPL31P26,processed_pseudogene,chr4,0,0,0,0,0,0,0
ENSG00000241282.1,RPL34P33,processed_pseudogene,chr19,0,1,1,0,0,2,3
ENSG00000241286.2,RPL29P25,processed_pseudogene,chr12,0,0,0,0,0,0,0
ENSG00000241288.8,LINC02614,lncRNA,chr3,62,44,46,56,28,29,16
ENSG00000241291.3,RN7SL791P,misc_RNA,chr5,0,0,0,0,0,0,0
ENSG00000241293.1,PPATP1,processed_pseudogene,chr3,0,1,1,1,1,3,1
ENSG00000241294.1,IGKV2-24,IG_V_gene,chr2,0,0,0,0,0,0,0
ENSG00000241295.1,ZBTB20-AS2,lncRNA,chr3,0,0,0,0,0,0,0
ENSG00000241305.1,ACTG1P13,processed_pseudogene,chr3,0,0,0,0,0,0,0
ENSG00000241307.1,RPL7AP24,processed_pseudogene,chr3,0,0,0,0,0,0,0
ENSG00000241313.3,WWTR1-AS1,lncRNA,chr3,26,7,11,9,18,17,13
ENSG00000241316.8,SUCLG2-DT,lncRNA,chr3,114,52,32,52,84,62,26
ENSG00000241317.1,ENSG00000241317,lncRNA,chr10,0,0,0,0,0,0,0
ENSG00000241318.3,WDR82P2,processed_pseudogene,chr1,0,0,0,0,0,0,2
ENSG00000241319.1,SETP6,processed_pseudogene,chr3,0,0,0,0,0,0,0
ENSG00000241322.11,FBXW10B,protein_coding,chr17,11,6,11,21,14,15,9
ENSG00000241324.1,ENSG00000241324,lncRNA,chr7,0,0,2,0,1,0,2
ENSG00000241326.1,ENSG00000241326,lncRNA,chr1,0,0,0,0,0,0,0
ENSG00000241328.1,LINC02070,lncRNA,chr3,0,0,0,0,0,0,0
ENSG00000241333.3,RN7SL385P,misc_RNA,chr22,0,1,0,0,0,1,0
ENSG00000241334.2,RPL35AP33,processed_pseudogene,chr16,0,0,0,0,0,0,0
ENSG00000241336.2,LINC01487,lncRNA,chr3,0,0,0,0,0,0,0
ENSG00000241343.10,RPL36A,protein_coding,chrX,73,83,110,140,71,40,57
ENSG00000241344.1,RPL21P47,processed_pseudogene,chr4,0,0,0,0,0,0,0
ENSG00000241345.1,ENSG00000241345,lncRNA,chr7,0,0,0,0,0,0,0
ENSG00000241346.1,SNRPCP11,processed_pseudogene,chr3,0,0,0,1,0,0,0
ENSG00000241347.3,RN7SL466P,misc_RNA,chr1,0,0,0,0,0,0,0
ENSG00000241350.1,PMS2P11,transcribed_unprocessed_pseudogene,chr7,0,0,0,0,0,0,0
ENSG00000241351.3,IGKV3-11,IG_V_gene,chr2,0,0,0,0,0,0,0
ENSG00000241352.3,ENSG00000241352,processed_pseudogene,chr12,1,1,1,2,4,2,0
ENSG00000241353.3,PPP1R2P4,processed_pseudogene,chr13,0,0,0,0,0,0,0
ENSG00000241354.2,ENSG00000241354,processed_pseudogene,chr14,0,2,0,0,1,0,0
ENSG00000241356.2,OR5G3,protein_coding,chr11,0,0,0,0,0,0,0
ENSG00000241357.1,ENSG00000241357,lncRNA,chr7,1,1,2,2,2,2,1
ENSG00000241358.1,ENSG00000241358,transcribed_processed_pseudogene,chr3,0,0,0,0,0,0,0
ENSG00000241359.1,SYNPR-AS1,lncRNA,chr3,0,0,2,0,3,0,0
ENSG00000241360.2,PDXP,protein_coding,chr22,50,22,32,31,122,73,64
ENSG00000241361.9,SLC25A24P1,transcribed_unprocessed_pseudogene,chr1,0,0,0,0,0,0,0
ENSG00000241362.2,RPL36AP43,processed_pseudogene,chr15,3,4,2,2,1,0,4
ENSG00000241367.1,RPL7AP23,processed_pseudogene,chr3,0,0,0,0,0,0,0
ENSG00000241369.6,LINC01192,lncRNA,chr3,0,0,0,0,0,0,0
ENSG00000241370.6,RPP21,protein_coding,chr6,37,37,42,43,39,21,30
ENSG00000241383.2,LINC01997,lncRNA,chr3,0,0,0,0,0,0,0
ENSG00000241385.1,ENSG00000241385,processed_pseudogene,chr8,0,0,0,0,0,0,0
ENSG00000241388.6,HNF1A-AS1,lncRNA,chr12,0,1,0,0,0,0,0
ENSG00000241391.3,RN7SL234P,misc_RNA,chr6,0,0,0,0,0,0,0
ENSG00000241392.3,RN7SL205P,misc_RNA,chr4,0,0,0,0,0,0,0
ENSG00000241395.3,RN7SL344P,misc_RNA,chr1,0,0,0,0,0,0,0
ENSG00000241397.1,LINC00903,lncRNA,chr3,0,0,0,0,0,0,0
ENSG00000241399.7,CD302,protein_coding,chr2,57,234,58,70,159,56,27
ENSG00000241400.1,RPL31P21,processed_pseudogene,chr3,0,0,1,0,0,0,0
ENSG00000241404.7,EGFL8,protein_coding,chr6,70,50,65,72,53,19,21
ENSG00000241406.3,RN7SL515P,misc_RNA,chr13,0,0,0,0,0,0,0
ENSG00000241409.1,ENSG00000241409,lncRNA,chr2,0,1,1,0,0,0,0
ENSG00000241411.1,ENSG00000241411,processed_pseudogene,chr4,0,0,2,0,1,1,2
ENSG00000241413.3,RN7SL441P,misc_RNA,chr12,0,0,0,1,0,0,0
ENSG00000241416.1,KRT8P13,processed_pseudogene,chr3,1,0,2,0,0,0,3
ENSG00000241418.1,MCRIP2P1,processed_pseudogene,chrX,0,0,0,0,0,0,0
ENSG00000241420.3,RN7SL505P,misc_RNA,chr7,0,0,0,0,0,0,0
ENSG00000241423.2,RPL21P103,processed_pseudogene,chr12,0,0,0,0,0,0,0
ENSG00000241429.1,EEF1A1P25,processed_pseudogene,chr3,0,1,1,0,3,4,4
ENSG00000241431.1,RPL37P6,transcribed_processed_pseudogene,chr8,0,1,0,1,1,1,2
ENSG00000241434.1,ENSG00000241434,transcribed_processed_pseudogene,chr19,0,0,0,0,0,0,0
ENSG00000241438.1,TDGF1P6,processed_pseudogene,chr3,0,0,0,0,0,0,0
ENSG00000241439.1,FBRSL1P1,processed_pseudogene,chr3,0,0,1,1,0,0,3
ENSG00000241449.6,ENSG00000241449,lncRNA,chr7,0,0,0,0,0,0,0
ENSG00000241451.2,RPS27P22,processed_pseudogene,chr12,0,0,0,0,0,0,0
ENSG00000241456.1,ENSG00000241456,lncRNA,chr7,0,0,0,0,0,0,0
ENSG00000241457.1,PLSCR5-AS1,lncRNA,chr3,0,0,0,0,0,0,0
ENSG00000241458.1,RPL7P19,processed_pseudogene,chr5,0,0,1,0,0,0,1
ENSG00000241461.3,RN7SL182P,misc_RNA,chr3,0,0,0,0,0,0,0
ENSG00000241462.1,ENSG00000241462,processed_pseudogene,chr17,0,0,0,0,0,0,0
ENSG00000241464.3,RPL39P38,processed_pseudogene,chr19,0,0,0,0,0,0,0
ENSG00000241468.8,ATP5MF,protein_coding,chr7,1568,881,1132,1226,1537,1336,1377
ENSG00000241469.9,LINC00635,lncRNA,chr3,0,0,0,1,3,0,0
ENSG00000241472.8,PTPRG-AS1,lncRNA,chr3,39,26,11,27,70,15,18
ENSG00000241473.1,ACTBP16,processed_pseudogene,chr3,0,0,0,0,0,0,0
ENSG00000241475.1,ENSG00000241475,lncRNA,chr1,0,0,0,0,1,0,0
ENSG00000241476.9,SSX2,protein_coding,chrX,0,0,0,0,0,0,0
ENSG00000241478.1,HSPA8P9,processed_pseudogene,chr3,3,2,3,5,0,2,2
ENSG00000241479.1,MECOM-AS1,lncRNA,chr3,0,0,0,0,0,0,0
ENSG00000241484.10,ARHGAP8,protein_coding,chr22,0,2,0,0,0,1,0
ENSG00000241487.3,RN7SL586P,misc_RNA,chr14,0,0,0,0,0,0,0
ENSG00000241489.8,ENSG00000241489,protein_coding,chrX,44,28,21,24,28,11,13
ENSG00000241490.1,ENSG00000241490,lncRNA,chr3,0,0,0,0,0,0,0
ENSG00000241493.1,ENSG00000241493,processed_pseudogene,chr7,0,0,0,0,0,0,0
ENSG00000241494.1,ENSG00000241494,processed_pseudogene,chr14,2,1,1,1,4,6,1
ENSG00000241499.1,RPL36AP4,processed_pseudogene,chr14,0,0,0,0,0,0,0
ENSG00000241505.1,ENSG00000241505,lncRNA,chr1,0,0,0,0,0,0,0
ENSG00000241506.1,PSMC1P1,processed_pseudogene,chr3,26,20,31,25,32,21,34
ENSG00000241511.1,RPS15AP24,processed_pseudogene,chr8,1,3,2,1,0,0,1
ENSG00000241520.1,ENSG00000241520,lncRNA,chr2,2,1,2,0,0,0,4
ENSG00000241524.3,RN7SL632P,misc_RNA,chr2,0,0,0,0,0,0,0
ENSG00000241525.4,ENSG00000241525,lncRNA,chr17,0,2,0,2,1,1,0
ENSG00000241526.1,ENSG00000241526,processed_pseudogene,chr3,0,0,0,0,0,0,0
ENSG00000241527.1,CA15P1,unitary_pseudogene,chr22,2,0,0,1,3,0,0
ENSG00000241529.3,RN7SL767P,misc_RNA,chr3,0,0,0,0,0,0,0
ENSG00000241532.1,AGGF1P3,processed_pseudogene,chr3,2,0,4,0,1,2,1
ENSG00000241535.1,CBX5P1,processed_pseudogene,chr3,0,0,0,0,0,0,0
ENSG00000241537.1,U2SURPP1,processed_pseudogene,chr3,0,0,0,0,0,0,0
ENSG00000241539.1,ENSG00000241539,processed_pseudogene,chr7,0,0,0,0,0,0,0
ENSG00000241542.3,RN7SL369P,misc_RNA,chr14,0,0,0,0,0,0,0
ENSG00000241544.2,LINC02029,lncRNA,chr3,2,0,0,2,0,2,1
ENSG00000241546.1,RFKP3,processed_pseudogene,chr3,0,0,0,0,0,0,0
ENSG00000241547.1,ACTG1P20,processed_pseudogene,chr1,6,7,9,5,3,4,5
ENSG00000241549.9,GUSBP2,transcribed_unprocessed_pseudogene,chr6,0,0,0,0,0,0,0
ENSG00000241550.3,RN7SL41P,misc_RNA,chr8,0,0,0,0,0,0,0
ENSG00000241552.3,RN7SL58P,misc_RNA,chr5,0,0,0,0,0,0,0
ENSG00000241553.13,ARPC4,protein_coding,chr3,2819,1397,3053,2466,1930,2141,2563
ENSG00000241556.1,RPL29P26,processed_pseudogene,chr12,1,4,3,1,1,2,4
ENSG00000241560.7,ZBTB20-AS1,lncRNA,chr3,0,1,0,0,0,0,0
ENSG00000241562.2,RPL7P5,processed_pseudogene,chr15,0,0,0,0,0,0,0
ENSG00000241563.4,CORT,protein_coding,chr1,1,2,1,0,0,0,1
ENSG00000241566.1,IGKV2D-24,IG_V_gene,chr2,0,0,0,0,0,0,0
ENSG00000241568.3,RN7SL338P,misc_RNA,chr9,0,0,0,0,0,0,0
ENSG00000241570.8,PAQR9-AS1,lncRNA,chr3,0,0,1,0,4,3,1
ENSG00000241571.2,ATP5F1AP7,processed_pseudogene,chr9,0,0,0,0,0,0,0
ENSG00000241572.1,PRICKLE2-AS1,lncRNA,chr3,0,0,0,0,0,0,0
ENSG00000241573.1,ENSG00000241573,processed_pseudogene,chr7,0,0,0,0,0,0,0
ENSG00000241577.1,ENSG00000241577,lncRNA,chr10,0,0,0,0,0,0,0
ENSG00000241582.1,RPL23AP8,processed_pseudogene,chr14,0,0,0,0,1,0,0
